Black Forest Estate Boneless Double Smoked Leg Ham 500-900g,HarrisFarm,13.49,14.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/black-forest-estate-boneless-double-smoked-leg-ham-56119
Black Forest Smokehouse Double Smoked English Bacon 500g,HarrisFarm,7.99,15.98,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/black-forest-english-bacon-rasher-56118
Black Forest Smokehouse Double Smoked Streaky Bacon 100g,HarrisFarm,2.99,29.90,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/black-forest-streaky-bacon-56122
Black Forest Smokehouse Premium Double Smoked English Bacon 1kg,HarrisFarm,9.99,9.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/black-forest-bacon-english-bacon-rasher-large-56116
Black Forest Smokehouse Premium Naturally Wood Smoked Bacon 500g,HarrisFarm,8.99,17.98,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/black-forest-smokehouse-premium-naturally-wood-smoked-bacon-56123
Boks Dry Cured Cold Smoked Streaky Bacon 180g,HarrisFarm,9.99,55.50,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/boks-streaky-bacon-580250
City Larder Free Range Pork Rillettes 150g,HarrisFarm,14.69,9.79,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/city-larder-pork-rillettes-free-range-59310
Dandy Economy Bacon 1kg,HarrisFarm,4.99,4.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/dandy-economy-bacon-75800
Fabbris Smallgoods Salami Cacciatore Hot 350-450g,HarrisFarm,14.71,32.69,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/fabbris-smallgoods-salami-cacciatore-hot-75603
Fabbris Smallgoods Salami Cacciatore Mild 250-550g,HarrisFarm,17.98,32.69,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/fabbris-smallgoods-salami-cacciatore-mild-75602
Fabbris Smallgoods Salami Truffle Artisan 600-900g,HarrisFarm,28.34,31.49,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/fabbris-smallgoods-salami-truffle-artisan-75604
Fabris Smallgoods Mortadella Chub 700-800g,HarrisFarm,8.79,10.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/fabris-smallgoods-mortadella-chub-75605
Farce Black Pudding with Steel Cut Oats 175g,HarrisFarm,11.69,66.80,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/farce-black-pudding-with-steel-cut-oats-175g-59401
Flinders And Co Pork Belly With Apple Sauce 500g,HarrisFarm,20.99,4.20,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/flinders-and-co-pork-belly-with-apple-sauce-553173
Gamze Smokehouse Middle Bacon 200g,HarrisFarm,9.49,47.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/gamze-smokehouse-sliced-middle-bacon-59179
Gamze Smokehouse Sliced Leg Ham 200g,HarrisFarm,10.49,52.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/gamze-smokehouse-sliced-leg-ham-59173
Harris Farm Smoked Ham Hock 700g-1.2kg,HarrisFarm,14.39,11.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/ham-hocks-smoked-590003
On The Farm Traditional Pork Sausages 440g,HarrisFarm,6.29,14.30,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/on-the-farm-gourmet-sausage-traditional-pork-552572
Otway Pork Short Cut Bacon 200g,HarrisFarm,7.49,37.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/otway-pork-short-cut-bacon
Otway Pork Streaky Bacon 200g,HarrisFarm,8.49,42.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/otway-pork-streaky-bacon-59445
Pialligo Shortcut Smoked Bacon 160g,HarrisFarm,10.49,65.56,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pialligo-shortcut-smoked-bacon-160g-98971
Pialligo Smoked Streaky Bacon 160g,HarrisFarm,10.49,65.56,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pialligo-smoked-streaky-bacon-160g-98970
Pork Belly 480g-1kg,HarrisFarm,11.99,11.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pork-belly-570478
Pork Fillet 350-700g,HarrisFarm,7.69,10.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pork-fillets-550331
Pork Loin 1.4-2.4kg,HarrisFarm,40.78,16.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pork-loin-552192
Salumi Piccante Chilli 100g,HarrisFarm,7.99,79.90,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/salumi-piccante-chilli-98988
Salumi Salami Classico Slices 100g,HarrisFarm,7.99,79.90,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/salami-classico-salumi-98982
Salumi Salami Piccante Chilli 240g,HarrisFarm,14.99,62.46,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/salumi-deli-salami-piccante-chilli-59231
Salumi Semi Dried Chorizo x2 200g,HarrisFarm,9.49,47.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/chorizo-salumi-98980
Schulz Black Pudding 200g,HarrisFarm,5.49,27.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/schulz-black-pudding-76205
Schulz White Pudding 200g,HarrisFarm,5.49,27.45,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/schulz-white-pudding-76206
"Spring Grove Pork Cutlets with Pepper, Brandy and Oregano Butter 500-700g",HarrisFarm,20.99,29.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/spring-grove-pork-cutlets-with-pepper-brandy-and-oregano-butter-603501
Spring Grove Pork Loin Chop with Garlic and Thyme Butter 300-450g,HarrisFarm,11.70,25.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/spring-grove-pork-loin-chop-with-garlic-and-thyme-butter-603500
Spring Grove Pork Scotch Steaks with Tarragon Seeded Mustard Butter 400-600g,HarrisFarm,15.59,25.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/spring-grove-pork-scotch-steaks-with-tarragon-seeded-mustard-butter-603508
Tara Valley Brilliant Bolognaise Beef and Pork Mince 500g,HarrisFarm,7.00,14.00,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/tara-valley-beef-pork-mince-554405
The Gourmet Sausage Pork and Fennel Sausages 500g,HarrisFarm,9.49,18.98,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/sausages-pork-fennel-the-gourmet-sausage-552218
Valenca Free Range Pork and Veal Mince 500g,HarrisFarm,6.99,13.98,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/valenca-pork-veal-mince-554410
Valenca Free Range Pork Belly 650-900g,HarrisFarm,17.99,19.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/valenca-pork-belly-free-range
Valenca Free Range Pork Cutlets 400-650g,HarrisFarm,14.29,21.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/valenca-pork-cutlets-free-range-553086
Valenca Free Range Pork Leg Roast 1.4-2.4kg,HarrisFarm,31.18,12.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pork-leg-roast-valenca-553065
Valenca Free Range Pork Loin Chops 300-450g,HarrisFarm,9.90,21.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/valenca-pork-loin-chop-free-range-553085
Valenca Free Range Pork Loin Steaks 350-450g,HarrisFarm,10.35,22.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/valenca-pork-loin-steaks-free-range-553080
Valenca Free Range Pork Mince 500g,HarrisFarm,7.00,14.00,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pork-mince-free-range-500g-valenca
Valenca Free Range Pork Scotch Steaks 350-700g,HarrisFarm,12.59,17.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/valenca-pork-scotch-steaks-free-range
Valenca Pork Shoulder Roast 1.3-2kg,HarrisFarm,23.98,11.99,https://www.harrisfarm.com.au/collections/beef/collections/pork/products/pork-shoulder-roast-valenca-553066
